,web site,title,handle,body_html,published_at,updated_at,created_at,product_type,price,sku,available,image
118,https://completedworks.com/,Befuddled - Gold Vermeil Necklace,befuddled-gold-vermeil-necklace,"

Eight pairs of subtley changing looped forms in gold vermeil are interlocked
to construct this unconventional chain necklace designed to sit above the
neckline. Inspired by wabi-sabi - a world view centered on the acceptance of
transience and imperfection.

**In Stock: Order before 12pm GMT for same weekday despatch**

Details

The piece is thoughtfully handcrafted in 14ct yellow gold plated metal.

Good to know

* Made in solid sterling silver

* Ethically sourced materials

* One year guarantee

  

Shipping

Delivery is free within UK, EU and USA. Delivery to all other destinations is
subject to a single fee of £20 per order.

For more information on shipping click here

",2020-12-14T09:47:50+00:00,2021-07-13T16:37:21+01:00,2020-10-30T15:15:18+00:00,Necklace,715.00,C06B,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/Completedworks-Gold-Vermeil-Befuddled-3_8ff7ae0e-23b4-4e18-8a9d-cf22cbe53a09.jpg?v=1619092919
119,https://completedworks.com/,The Best Place to be a Puffin - Platinum Plated Ring,the-best-place-to-be-a-puffin-ring-platinum-plated,"

This is a ring replete with all the right details – ample volume on top,
perfected shanks, lightly contoured form. It carries the silhouette, albeit
somewhat distorted, of that classic signet your great-uncle* wore without the
weight of history and class politics. You can engrave it with a shield if you
want – but we won’t help you with that. An alternative to streetwear’s
reinvention of the signet.

(*We would not presume to have a guess at his name here.)

****

**Custom made - Despatch in 2-3 weeks**

Details

The piece is thoughtfully handcrafted in sterling silver and plated in 14ct
yellow gold vermeil and comes in sizes

Extra Small is US 5.5 / UK L

Small is US 7 / UK O

Medium is US 8.5 / UK Q+1/2

Large is US 9.5 / UK S+1/2

Extra Large is US 10.5 / UK U+1/2

The width of the piece is 17mm and its depth is 1mm.

Good to know

* Made in solid sterling silver

* Ethically sourced materials

* One year guarantee

* It is certified in accordance with the Hallmarking Act 1973

Shipping

Delivery is free within UK, EU and USA. Delivery to all other destinations is
subject to a single fee of £20 per order.

For more information on shipping click here

  

",2020-12-10T13:00:28+00:00,2021-06-24T17:27:02+01:00,2020-09-29T16:12:20+01:00,Rings,245.00,R2044-5.5-P,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/Completedworks-Sterling-Silver-Ring-The-Best-Place-to-be-a-Puffin-2-5.jpg?v=1612372432
120,https://completedworks.com/,The Best Place to be a Puffin - Platinum Plated Ring,the-best-place-to-be-a-puffin-ring-platinum-plated,"

This is a ring replete with all the right details – ample volume on top,
perfected shanks, lightly contoured form. It carries the silhouette, albeit
somewhat distorted, of that classic signet your great-uncle* wore without the
weight of history and class politics. You can engrave it with a shield if you
want – but we won’t help you with that. An alternative to streetwear’s
reinvention of the signet.

(*We would not presume to have a guess at his name here.)

****

**Custom made - Despatch in 2-3 weeks**

Details

The piece is thoughtfully handcrafted in sterling silver and plated in 14ct
yellow gold vermeil and comes in sizes

Extra Small is US 5.5 / UK L

Small is US 7 / UK O

Medium is US 8.5 / UK Q+1/2

Large is US 9.5 / UK S+1/2

Extra Large is US 10.5 / UK U+1/2

The width of the piece is 17mm and its depth is 1mm.

Good to know

* Made in solid sterling silver

* Ethically sourced materials

* One year guarantee

* It is certified in accordance with the Hallmarking Act 1973

Shipping

Delivery is free within UK, EU and USA. Delivery to all other destinations is
subject to a single fee of £20 per order.

For more information on shipping click here

  

",2020-12-10T13:00:28+00:00,2021-06-24T17:27:02+01:00,2020-09-29T16:12:20+01:00,Rings,245.00,R2044-7-P,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/Completedworks-Sterling-Silver-Ring-The-Best-Place-to-be-a-Puffin-2-5.jpg?v=1612372432
121,https://completedworks.com/,The Best Place to be a Puffin - Platinum Plated Ring,the-best-place-to-be-a-puffin-ring-platinum-plated,"

This is a ring replete with all the right details – ample volume on top,
perfected shanks, lightly contoured form. It carries the silhouette, albeit
somewhat distorted, of that classic signet your great-uncle* wore without the
weight of history and class politics. You can engrave it with a shield if you
want – but we won’t help you with that. An alternative to streetwear’s
reinvention of the signet.

(*We would not presume to have a guess at his name here.)

****

**Custom made - Despatch in 2-3 weeks**

Details

The piece is thoughtfully handcrafted in sterling silver and plated in 14ct
yellow gold vermeil and comes in sizes

Extra Small is US 5.5 / UK L

Small is US 7 / UK O

Medium is US 8.5 / UK Q+1/2

Large is US 9.5 / UK S+1/2

Extra Large is US 10.5 / UK U+1/2

The width of the piece is 17mm and its depth is 1mm.

Good to know

* Made in solid sterling silver

* Ethically sourced materials

* One year guarantee

* It is certified in accordance with the Hallmarking Act 1973

Shipping

Delivery is free within UK, EU and USA. Delivery to all other destinations is
subject to a single fee of £20 per order.

For more information on shipping click here

  

",2020-12-10T13:00:28+00:00,2021-06-24T17:27:02+01:00,2020-09-29T16:12:20+01:00,Rings,245.00,R2044-8.5-P,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/Completedworks-Sterling-Silver-Ring-The-Best-Place-to-be-a-Puffin-2-5.jpg?v=1612372432
122,https://completedworks.com/,The Best Place to be a Puffin - Platinum Plated Ring,the-best-place-to-be-a-puffin-ring-platinum-plated,"

This is a ring replete with all the right details – ample volume on top,
perfected shanks, lightly contoured form. It carries the silhouette, albeit
somewhat distorted, of that classic signet your great-uncle* wore without the
weight of history and class politics. You can engrave it with a shield if you
want – but we won’t help you with that. An alternative to streetwear’s
reinvention of the signet.

(*We would not presume to have a guess at his name here.)

****

**Custom made - Despatch in 2-3 weeks**

Details

The piece is thoughtfully handcrafted in sterling silver and plated in 14ct
yellow gold vermeil and comes in sizes

Extra Small is US 5.5 / UK L

Small is US 7 / UK O

Medium is US 8.5 / UK Q+1/2

Large is US 9.5 / UK S+1/2

Extra Large is US 10.5 / UK U+1/2

The width of the piece is 17mm and its depth is 1mm.

Good to know

* Made in solid sterling silver

* Ethically sourced materials

* One year guarantee

* It is certified in accordance with the Hallmarking Act 1973

Shipping

Delivery is free within UK, EU and USA. Delivery to all other destinations is
subject to a single fee of £20 per order.

For more information on shipping click here

  

",2020-12-10T13:00:28+00:00,2021-06-24T17:27:02+01:00,2020-09-29T16:12:20+01:00,Rings,245.00,R2044-9.5-P,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/Completedworks-Sterling-Silver-Ring-The-Best-Place-to-be-a-Puffin-2-5.jpg?v=1612372432
123,https://completedworks.com/,The Best Place to be a Puffin - Platinum Plated Ring,the-best-place-to-be-a-puffin-ring-platinum-plated,"

This is a ring replete with all the right details – ample volume on top,
perfected shanks, lightly contoured form. It carries the silhouette, albeit
somewhat distorted, of that classic signet your great-uncle* wore without the
weight of history and class politics. You can engrave it with a shield if you
want – but we won’t help you with that. An alternative to streetwear’s
reinvention of the signet.

(*We would not presume to have a guess at his name here.)

****

**Custom made - Despatch in 2-3 weeks**

Details

The piece is thoughtfully handcrafted in sterling silver and plated in 14ct
yellow gold vermeil and comes in sizes

Extra Small is US 5.5 / UK L

Small is US 7 / UK O

Medium is US 8.5 / UK Q+1/2

Large is US 9.5 / UK S+1/2

Extra Large is US 10.5 / UK U+1/2

The width of the piece is 17mm and its depth is 1mm.

Good to know

* Made in solid sterling silver

* Ethically sourced materials

* One year guarantee

* It is certified in accordance with the Hallmarking Act 1973

Shipping

Delivery is free within UK, EU and USA. Delivery to all other destinations is
subject to a single fee of £20 per order.

For more information on shipping click here

  

",2020-12-10T13:00:28+00:00,2021-06-24T17:27:02+01:00,2020-09-29T16:12:20+01:00,Rings,245.00,R2044-10.5-P,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/Completedworks-Sterling-Silver-Ring-The-Best-Place-to-be-a-Puffin-2-5.jpg?v=1612372432
124,https://completedworks.com/,The Heart Is Not A Metaphor - Gold Vermeil Pendant,the-heart-is-not-a-metaphor-gold-vermeil-pendant,"

This gold vermeil pendant necklace features a delicate suggestion of a heart.
Secured with a clip fastening.  

  

****

**In Stock: Order before 12pm GMT for same weekday despatch**

Details

The piece is thoughtfully handcrafted in sterling silver and plated in 14ct
yellow gold vermeil.  The length of the chain is 18"".

Good to know

* Made in solid sterling silver

* Ethically sourced materials

* One year guarantee

Shipping

Delivery is free within UK, EU and USA. Delivery to all other destinations is
subject to a single fee of £20 per order.

For more information on shipping click here

",2020-12-10T12:25:15+00:00,2021-06-23T22:39:07+01:00,2020-12-10T11:38:12+00:00,Necklace,255.00,R2085,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/heartisnotametaphor.jpg?v=1607603182
125,https://completedworks.com/,Classicworks™ T - Recycled Sterling Silver Necklace,classicworks-t™-recycled-sterling-silver-necklace,"

This sterling silver 'T' letter pendant mimics the contours and folds of a
helium balloon letter. Secured by a sterling silver chain with a clip
fastening.

**In Stock: Order before 12pm GMT for same weekday despatch**

Details

The piece is thoughtfully handcrafted in recycled sterling silver. The
approximate height of the piece is 10mm and the approximate width of the piece
is 10mm. The length of the chain is 16"".

Good to know

* Made in solid sterling silver

* Ethically sourced materials

* One year guarantee

Shipping

Delivery is free within UK, EU and USA. Delivery to all other destinations is
subject to a single fee of £20 per order.

For more information on shipping click here

",2020-12-02T09:31:44+00:00,2021-06-24T17:28:19+01:00,2020-12-02T09:26:04+00:00,Necklace,125.00,R2084T-SILVER,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/CWCompletedworks-Recycled-Sterling-Silver-Jewellery-CLASSICWORKS-Inflated-Letter-Pendant_abd07cbc-b459-4727-9a08-46fb991cbb34.jpg?v=1622130316
126,https://completedworks.com/,Classicworks™ S - Recycled Sterling Silver Necklace,classicworks-s-recycled-sterling-silver-necklace,"

This sterling silver 'S' letter pendant mimics the contours and folds of a
helium balloon letter. Secured by a sterling silver chain with a clip
fastening.

**In Stock: Order before 12pm GMT for same weekday despatch**

Details

The piece is thoughtfully handcrafted in recycled sterling silver. The
approximate height of the piece is 10mm and the approximate width of the piece
is 10mm. The length of the chain is 16"".

Good to know

* Made in solid sterling silver

* Ethically sourced materials

* One year guarantee

Shipping

Delivery is free within UK, EU and USA. Delivery to all other destinations is
subject to a single fee of £20 per order.

For more information on shipping click here

",2020-12-02T09:23:54+00:00,2021-06-23T22:38:51+01:00,2020-12-02T08:49:30+00:00,Necklace,125.00,R2084S-SILVER,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/CWCompletedworks-Recycled-Sterling-Silver-Jewellery-CLASSICWORKS-Inflated-Letter-Pendant_b294b20d-39ce-49e6-b71f-0a35702d1364.jpg?v=1622130294
127,https://completedworks.com/,Classicworks™ R  Recycled Sterling Silver Necklace,classicworks-r-recycled-sterling-silver-necklace,"

This sterling silver 'O' letter pendant mimics the contours and folds of a
helium balloon letter. Secured by a sterling silver chain with a clip
fastening.

**Made to Order: Despatched within four weeks**

Details

The piece is thoughtfully handcrafted in recycled sterling silver. The
approximate height of the piece is 10mm and the approximate width of the piece
is 10mm. The length of the chain is 16"".

Good to know

* Made in solid sterling silver

* Ethically sourced materials

* One year guarantee

Shipping

Delivery is free within UK, EU and USA. Delivery to all other destinations is
subject to a single fee of £20 per order.

For more information on shipping click here

",2020-12-02T08:48:10+00:00,2021-06-24T17:28:21+01:00,2020-12-02T08:39:07+00:00,Necklace,125.00,R2084R-SILVER,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/CWCompletedworks-Recycled-Sterling-Silver-Jewellery-CLASSICWORKS-Inflated-Letter-Pendant_9e4d22d6-59a9-4e0a-b84a-a1d576ed72ea.jpg?v=1622130273
128,https://completedworks.com/,Classicworks™ Q  Recycled Sterling Silver Necklace,classicworks-q-recycled-sterling-silver-necklace,"

This sterling silver 'O' letter pendant mimics the contours and folds of a
helium balloon letter. Secured by a sterling silver chain with a clip
fastening.

**In Stock: Order before 12pm GMT for same weekday despatch**

Details

The piece is thoughtfully handcrafted in recycled sterling silver. The
approximate height of the piece is 10mm and the approximate width of the piece
is 10mm. The length of the chain is 16"".

Good to know

* Made in solid sterling silver

* Ethically sourced materials

* One year guarantee

Shipping

Delivery is free within UK, EU and USA. Delivery to all other destinations is
subject to a single fee of £20 per order.

For more information on shipping click here

",2020-12-02T08:31:16+00:00,2021-06-24T17:28:21+01:00,2020-12-02T08:25:21+00:00,Necklace,125.00,R2084Q-SILVER,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/CWCompletedworks-Recycled-Sterling-Silver-Jewellery-CLASSICWORKS-Inflated-Letter-Pendant_4633c605-65c2-4618-b11d-e4e8489988ed.jpg?v=1622130249
129,https://completedworks.com/,Classicworks™ P - Recycled Sterling Silver Necklace,classicworks-p-recycled-sterling-silver-necklace,"

This sterling silver 'O' letter pendant mimics the contours and folds of a
helium balloon letter. Secured by a sterling silver chain with a clip
fastening.

**In Stock: Order before 12pm GMT for same weekday despatch**

Details

The piece is thoughtfully handcrafted in recycled sterling silver. The
approximate height of the piece is 10mm and the approximate width of the piece
is 10mm. The length of the chain is 16"".

Good to know

* Made in solid sterling silver

* Ethically sourced materials

* One year guarantee

Shipping

Delivery is free within UK, EU and USA. Delivery to all other destinations is
subject to a single fee of £20 per order.

For more information on shipping click here

",2020-12-02T08:24:57+00:00,2021-06-23T22:38:51+01:00,2020-12-02T08:10:37+00:00,Necklace,125.00,R2084P-SILVER,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/CWCompletedworks-Recycled-Sterling-Silver-Jewellery-CLASSICWORKS-Inflated-Letter-Pendant_f43ea4fc-f41b-4663-9f7c-6612cacc0dda.jpg?v=1622130221
130,https://completedworks.com/,Classicworks™ N - Recycled Sterling Silver Necklace,classicworks-n-recycled-sterling-silver-necklace,"

This sterling silver 'N' letter pendant mimics the contours and folds of a
helium balloon letter. Secured by a sterling silver chain with a clip
fastening.

**In stock: order before 12pm GMT for same weekday despatch**

Details

The piece is thoughtfully handcrafted in recycled sterling silver. The
approximate height of the piece is 10mm and the approximate width of the piece
is 10mm. The length of the chain is 16"".

Good to know

* Made in solid sterling silver

* Ethically sourced materials

* One year guarantee

Shipping

Delivery is free within UK, EU and USA. Delivery to all other destinations is
subject to a single fee of £20 per order.

For more information on shipping click here

",2020-12-02T08:10:06+00:00,2021-06-24T17:28:18+01:00,2020-12-01T14:15:46+00:00,Necklace,125.00,R2084N-SILVER,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/CWCompletedworks-Recycled-Sterling-Silver-Jewellery-CLASSICWORKS-Inflated-Letter-Pendant_0de1d187-32a8-47af-a520-ae14776717ec.jpg?v=1622130162
131,https://completedworks.com/,Classicworks™ O - Recycled Sterling Silver Necklace,classicworks-o-recycled-sterling-silver-necklace,"

This sterling silver 'O' letter pendant mimics the contours and folds of a
helium balloon letter. Secured by a sterling silver chain with a clip
fastening.

**Custom-made: despatched in 4-6 weeks**  

Details

The piece is thoughtfully handcrafted in recycled sterling silver. The
approximate height of the piece is 10mm and the approximate width of the piece
is 10mm. The length of the chain is 16"".

Good to know

* Made in solid sterling silver

* Ethically sourced materials

* One year guarantee

Shipping

Delivery is free within UK, EU and USA. Delivery to all other destinations is
subject to a single fee of £20 per order.

For more information on shipping click here

",2020-12-01T14:31:59+00:00,2021-06-23T22:38:50+01:00,2020-12-01T14:31:42+00:00,Necklace,125.00,R2084O-SILVER,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/CWCompletedworks-Recycled-Sterling-Silver-Jewellery-CLASSICWORKS-Inflated-Letter-Pendant_ca315d8d-198e-42d2-888d-45e534291b28.jpg?v=1622130202
132,https://completedworks.com/,Classicworks™ M - Recycled Sterling Silver Necklace,classicworks-m-recycled-sterling-silver-necklace,"

This sterling silver 'M' letter pendant mimics the contours and folds of a
helium balloon letter. Secured by a sterling silver chain with a clip
fastening.

**In Stock: Order before 12pm GMT for same weekday despatch**

Details

The piece is thoughtfully handcrafted in recycled sterling silver. The
approximate height of the piece is 10mm and the approximate width of the piece
is 10mm. The length of the chain is 16"".

Good to know

* Made in solid sterling silver

* Ethically sourced materials

* One year guarantee

Shipping

Delivery is free within UK, EU and USA. Delivery to all other destinations is
subject to a single fee of £20 per order.

For more information on shipping click here

",2020-12-01T14:15:09+00:00,2021-06-24T17:28:18+01:00,2020-12-01T13:48:14+00:00,Necklace,125.00,R2084M-SILVER,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/CWCompletedworks-Recycled-Sterling-Silver-Jewellery-CLASSICWORKS-Inflated-Letter-Pendant_c500bb66-bb42-4d18-8c17-486fc80b134b.jpg?v=1622130141
133,https://completedworks.com/,Classicworks™ L - Recycled Sterling Silver Necklace,classicworks-l-recycled-sterling-silver-necklace,"

This sterling silver 'L' letter pendant mimics the contours and folds of a
helium balloon letter. Secured by a sterling silver chain with a clip
fastening.

**In Stock: Order before 12pm GMT for same weekday despatch**

Details

The piece is thoughtfully handcrafted in recycled sterling silver. The
approximate height of the piece is 10mm and the approximate width of the piece
is 10mm. The length of the chain is 16"".

Good to know

* Made in solid sterling silver

* Ethically sourced materials

* One year guarantee

Shipping

Delivery is free within UK, EU and USA. Delivery to all other destinations is
subject to a single fee of £20 per order.

For more information on shipping click here

",2020-12-01T13:47:58+00:00,2021-06-24T17:28:20+01:00,2020-12-01T13:40:43+00:00,Necklace,125.00,R2084L-SILVER,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/CWCompletedworks-Recycled-Sterling-Silver-Jewellery-CLASSICWORKS-Inflated-Letter-Pendant_351538db-c6b3-4c6e-84ca-0fcaa07d285a.jpg?v=1622130122
134,https://completedworks.com/,Classicworks™ K - Recycled Sterling Silver Necklace,classicworks-k-recycled-sterling-silver-necklace,"

This sterling silver 'K' letter pendant mimics the contours and folds of a
helium balloon letter. Secured by a sterling silver chain with a clip
fastening.

**In Stock: Order before 12pm GMT for same weekday despatch**

Details

The piece is thoughtfully handcrafted in recycled sterling silver. The
approximate height of the piece is 10mm and the approximate width of the piece
is 10mm. The length of the chain is 16"".

Good to know

* Made in solid sterling silver

* Ethically sourced materials

* One year guarantee

Shipping

Delivery is free within UK, EU and USA. Delivery to all other destinations is
subject to a single fee of £20 per order.

For more information on shipping click here

",2020-12-01T13:40:16+00:00,2021-06-25T15:04:19+01:00,2020-12-01T12:09:45+00:00,Necklace,125.00,R2084K-SILVER,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/CWCompletedworks-Recycled-Sterling-Silver-Jewellery-CLASSICWORKS-Inflated-Letter-Pendant_885baefe-b581-48ac-9601-398ce1c60e7d.jpg?v=1622130107
135,https://completedworks.com/,Speaking to the Penguins - Gold Vermeil and Pearl Ring,speaking-to-the-penguins-gold-vermeil-and-pearl-ring,"

A row of small freshwater pearls contours the finger and is contrasted with a
single, larger freshwater pearl.

****

**In Stock: Order before 12pm GMT for same weekday despatch**

Details

The piece is thoughtfully handcrafted in recycled silver and plated in 14ct
yellow gold vermeil.

Good to know

* Made in recycled silver 

* Ethically sourced materials

* One year guarantee

  

Shipping

Delivery is free within UK, EU and USA. Delivery to all other destinations is
subject to a single fee of £20 per order.

For more information on shipping click here

",2020-11-26T21:52:29+00:00,2021-07-08T02:20:57+01:00,2020-10-30T14:59:09+00:00,Rings,325.00,P17S,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/Completedworks-Gold-Vermeil-and-Pearl-Ring-Speaking-to-the-Penguins-1-4.jpg?v=1607195336
136,https://completedworks.com/,Speaking to the Penguins - Gold Vermeil and Pearl Ring,speaking-to-the-penguins-gold-vermeil-and-pearl-ring,"

A row of small freshwater pearls contours the finger and is contrasted with a
single, larger freshwater pearl.

****

**In Stock: Order before 12pm GMT for same weekday despatch**

Details

The piece is thoughtfully handcrafted in recycled silver and plated in 14ct
yellow gold vermeil.

Good to know

* Made in recycled silver 

* Ethically sourced materials

* One year guarantee

  

Shipping

Delivery is free within UK, EU and USA. Delivery to all other destinations is
subject to a single fee of £20 per order.

For more information on shipping click here

",2020-11-26T21:52:29+00:00,2021-07-08T02:20:57+01:00,2020-10-30T14:59:09+00:00,Rings,325.00,P17M,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/Completedworks-Gold-Vermeil-and-Pearl-Ring-Speaking-to-the-Penguins-1-4.jpg?v=1607195336
137,https://completedworks.com/,Speaking to the Penguins - Gold Vermeil and Pearl Ring,speaking-to-the-penguins-gold-vermeil-and-pearl-ring,"

A row of small freshwater pearls contours the finger and is contrasted with a
single, larger freshwater pearl.

****

**In Stock: Order before 12pm GMT for same weekday despatch**

Details

The piece is thoughtfully handcrafted in recycled silver and plated in 14ct
yellow gold vermeil.

Good to know

* Made in recycled silver 

* Ethically sourced materials

* One year guarantee

  

Shipping

Delivery is free within UK, EU and USA. Delivery to all other destinations is
subject to a single fee of £20 per order.

For more information on shipping click here

",2020-11-26T21:52:29+00:00,2021-07-08T02:20:57+01:00,2020-10-30T14:59:09+00:00,Rings,325.00,P17L,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/Completedworks-Gold-Vermeil-and-Pearl-Ring-Speaking-to-the-Penguins-1-4.jpg?v=1607195336
138,https://completedworks.com/,Classicworks™ J - Recycled Sterling Silver Necklace,classicworks™-j-recycled-sterling-silver-necklace,"

This sterling silver 'J' letter pendant mimics the contours and folds of a
helium balloon letter. Secured by a sterling silver chain with a clip
fastening.

**In Stock: Order before 12pm GMT for same weekday despatch**

Details

The piece is thoughtfully handcrafted in recycled sterling silver. The
approximate height of the piece is 10mm and the approximate width of the piece
is 10mm. The length of the chain is 16"".

Good to know

* Made in solid sterling silver

* Ethically sourced materials

* One year guarantee

Shipping

Delivery is free within UK, EU and USA. Delivery to all other destinations is
subject to a single fee of £20 per order.

For more information on shipping click here

",2020-11-26T10:47:28+00:00,2021-06-25T17:18:59+01:00,2020-11-26T10:47:09+00:00,Necklace,125.00,R2084J-SILVER,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/CWCompletedworks-Recycled-Sterling-Silver-Jewellery-CLASSICWORKS-Inflated-Letter-Pendant_32ae1744-fdf4-4f82-b647-5d8fdb34999c.jpg?v=1622130091
139,https://completedworks.com/,Classicworks™ I - Recycled Sterling Silver Necklace,classicworks-i-recycled-sterling-silver-necklace,"

This sterling silver 'E' letter pendant mimics the contours and folds of a
helium balloon letter. Secured by a sterling silver chain with a clip
fastening.

**In Stock: Order before 12pm GMT for same weekday despatch**  

Details

The piece is thoughtfully handcrafted in recycled sterling silver. The
approximate height of the piece is 10mm and the approximate width of the piece
is 10mm. The length of the chain is 16"".

Good to know

* Made in solid sterling silver

* Ethically sourced materials

* One year guarantee

Shipping

Delivery is free within UK, EU and USA. Delivery to all other destinations is
subject to a single fee of £20 per order.

For more information on shipping click here

",2020-11-26T10:43:40+00:00,2021-06-25T15:04:13+01:00,2020-11-26T10:40:17+00:00,Necklace,125.00,R2084I-SILVER,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/CWCompletedworks-Recycled-Sterling-Silver-Jewellery-CLASSICWORKS-Inflated-Letter-Pendant_99423568-6add-4181-b5fe-6c35ce5c7b45.jpg?v=1622130057
140,https://completedworks.com/,Classicworks™ H - Recycled Sterling Silver Necklace,classicworks-h-recycled-sterling-silver-necklace,"

This sterling silver 'H' letter pendant mimics the contours and folds of a
helium balloon letter. Secured by a sterling silver chain with a clip
fastening.

**In Stock: Order before 12pm GMT for same weekday despatch**

Details

The piece is thoughtfully handcrafted in recycled sterling silver. The
approximate height of the piece is 10mm and the approximate width of the piece
is 10mm. The length of the chain is 16"".

Good to know

* Made in solid sterling silver

* Ethically sourced materials

* One year guarantee

Shipping

Delivery is free within UK, EU and USA. Delivery to all other destinations is
subject to a single fee of £20 per order.

For more information on shipping click here

",2020-11-26T10:32:45+00:00,2021-06-24T17:28:17+01:00,2020-11-26T10:30:25+00:00,Necklace,125.00,R2084H-SILVER,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/CWCompletedworks-Recycled-Sterling-Silver-Jewellery-CLASSICWORKS-Inflated-Letter-Pendant_4d09708c-d698-4256-8806-5a528c087892.jpg?v=1622130041
141,https://completedworks.com/,Classicworks™ G - Recycled Sterling Silver Necklace,classicworks-g-recycled-sterling-silver-necklace,"

This sterling silver 'G' letter pendant mimics the contours and folds of a
helium balloon letter. Secured by a sterling silver chain with a clip
fastening.

**In Stock: Order before 12pm GMT for same weekday despatch**

Details

The piece is thoughtfully handcrafted in recycled sterling silver. The
approximate height of the piece is 10mm and the approximate width of the piece
is 10mm. The length of the chain is 16"".

Good to know

* Made in solid sterling silver

* Ethically sourced materials

* One year guarantee

Shipping

Delivery is free within UK, EU and USA. Delivery to all other destinations is
subject to a single fee of £20 per order.

For more information on shipping click here

",2020-11-26T10:15:51+00:00,2021-06-24T17:28:11+01:00,2020-11-23T15:53:28+00:00,Necklace,125.00,R2084G-SILVER,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/CWCompletedworks-Recycled-Sterling-Silver-Jewellery-CLASSICWORKS-Inflated-Letter-Pendant_cc072bfa-b2c0-4ede-804a-814f913b4ee8.jpg?v=1622130013
142,https://completedworks.com/,Solitude / Vessel in Blush,solitude-shortened-vessel-in-pink,"

**Completedworks x Ekaterina Bazhenova Yamasaki**

**Deceptively simple, yet soulful, this vase is designed for unexpected and
irreverent floral arrangements.**

Its sculptural form reflects the maker’s, Ekaterina Bazhenova Yamasaki,
conceptual, theme-based approach, which stands in stark contrast to the
classical rules of decoration that pervade traditional ceramics. The flowing
contours of the piece reference the way drapery has been used by painters to
convey movement since the Renaissance.

**About the Collection**

Fold was developed in collaboration with mixed media artist Ekaterina
Bazhenova Yamasaki, as a continuation of an ongoing study into the way
materials can deceive. Presented as a collection of fine jewellery and vases,
each piece exhibits its own expressive potential through the folds and creases
that make up its form. Materials deceive, with the hard metal and porcelain
forms appearing to imitate the visual properties of another more supple
material such as foam.

**Custom made - Despatch in 4-6 weeks**

Details

Handcrafted ceramic.

7.5cm x 6cm x 14cm

Good to know

* Ethically sourced materials

* One year guarantee

Shipping

Delivery is free within UK, EU and USA. Delivery to all other destinations is
subject to a single fee of £20 per order.

For more information on shipping click here

",2020-11-25T17:47:31+00:00,2021-07-07T15:42:53+01:00,2020-11-25T17:46:40+00:00,,95.00,Object 7 Pink,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/Completedworks-Ceramics-Solitude-Pink-Vessel-2-10.jpg?v=1614535849
143,https://completedworks.com/,Classicworks™ F - Recycled Sterling Silver Necklace,classicworks-f-recycled-sterling-silver-necklace,"

This sterling silver 'D' letter pendant mimics the contours and folds of a
helium balloon letter. Secured by a sterling silver chain with a clip
fastening.

**In Stock: Order before 12pm GMT for same weekday despatch**

Details

The piece is thoughtfully handcrafted in recycled sterling silver. The
approximate height of the piece is 10mm and the approximate width of the piece
is 10mm. The length of the chain is 16"".

Good to know

* Made in solid sterling silver

* Ethically sourced materials

* One year guarantee

Shipping

Delivery is free within UK, EU and USA. Delivery to all other destinations is
subject to a single fee of £20 per order.

For more information on shipping click here

",2020-11-23T15:52:55+00:00,2021-07-03T07:15:26+01:00,2020-11-23T15:50:06+00:00,Necklace,125.00,R2084F-SILVER,True,https://cdn.shopify.com/s/files/1/0287/2180/7465/products/CWCompletedworks-Recycled-Sterling-Silver-Jewellery-CLASSICWORKS-Inflated-Letter-Pendant_90b5a810-a7de-4abc-b526-ddea279c0de8.jpg?v=1622130000
